Column1,Positive_Reviews,Negative_Reviews
2180,"promotion, booked 2 rooms. room, toilet clean n bed comfortable fr 3 star hotel. Within walking distance Plaza Pelangi shopping mall also Banafe (well known sporean likes go makan) n ABM too.. go fr supper teh tarik nite",null
2181,room spacious located close KSL Mall. hotel within Shop House lot lots Speciality Clinics around row. advisisable book via Online rates better.,null
2182,"pictures trip adviser represent hotel accurately. hotel end row modern shophouses. rooms could refurbishment. family room allocated dirty carpet various stains burn marks iron. wardrobe unit old free-standing unit badly fitting doors 2 hangers it! bathroom bath shower shower cubicle whole bathroom floor wet shower. arrived whole front hotel obscured coach find parking space street, get trolley hotel get luggage car hotel rain. hotel claims concierge, hiding help luggage either arrival departure. Whilst room rate attractive, stayed better located hotels Johor Bahru past similar rates better locations, better facilities rooms better condition.",null
2183,room strong smell.. seems fabric linens..but nevertheless strong overpowers fresh air. given choice would transferred somewhere else. Room clean though beds comfortable.,null
2184,stayed years back decided stay again. ItÃÂs small hotel main road close KSL City Mall Plaza Pelangi. rooms spacious well appointed. View city top floor. rates affordable would suit families couples. ItÃÂs 5 star doesnÃÂt pretend either thatÃÂs totally okay.,null
2185,Stayed 2 nights family suite located Level 1 2nd time. wifi connection. Fridge warm. Toilet floor slippery divider showering area toilet bowl. TV channels working. WonÃÂt staying hotel anymore.,null
2186,book hotel flight package. hotel amazing. never thought room large. breakfast delicious various menu everyday. Hotel also clean light. enjoy stay hotel,null
2187,rooms spacious enough accommodate 4 person. Nice room maintained good condition. feel rooms deteriorating base last stayed condition. hotel breakfast really need improves lot varieties taste food. Even founded molded bread there. actually see How's total condition. Took remaining went outside breakfast. One thing nice location behind hotel there's food stall morning night. grab beers night well. walking distance KSL.,null
2188,"location good food court directly behind it. shop lots clinics. came across convenience mart though make way KSL mall get stuffs... stayed two nights Monday evening pasar malam ""evening market"" within walking distance. second night, quite noisy since get noisy neighbour easily hear laughing fooling around whole night...",null
2189,"Hallmark Regency Hotel 16, Jalan Harimau, Taman Abad 80250 Johor Bahru, Johor, Malaysia Lunar New Year around corner decided make early trip Malaysia, Joho; paying visit relatives since probably celebrating Lunar New Year Vietnam, Ho Chi Minh City. regular hotel fully booked, hence looking another alternative, far grandmotherÃÂs house. hotel next regular always wanted try; Hallmark Regency Hotel 2 minutes walk grandmotherÃÂs house (across road), less minute walk favourite Cedar Food Court, 2 minutes walk childhood back alley food street 5 minutes walk Plaza Pelangi Shopping Mall. thought would perfect choice went 4 days, 3 night booking Agoda. Upon arriving 10am, negative feeling began. moment stepped hotel lobby, stuffy. got feeling switched aircon night, switched day. Then, walking towards female receptionist, instead warmth welcome, greeted telling ÃÂYou aware check-in timing 2pm?ÃÂ. friendly someone travelled around world stays numerous hotels. waiting, decided go breakfast Cedar Food Court Nasi Lemak. 45 minutes, walked back hotel continued wait room ready. deliveryman sent huge Lunar hamper hotel. surprise; staffs discussing open, would taking items hamper sitting could clearly hear talking about. 3 guys 1 lady, speaking loudly, market place. shouted point point, making request asking something colleague. wondered even 3 star hotel budget hotel. time exactly 1pm sitting lobby ever since came back breakfast. walked reception counter, asking room available me. guy checked gave keys. Honestly, knew sitting lobby nearly 3 hours yet room available, inform me. Protocol customer service important, putting smile customersÃÂ face. already room, knowing customers waiting hours, would nice offer early room them. Even 5 star hotel able that. shocked find unnecessarily talking non-related work matters office time front guests. thing bother request made booking hotel room. requested quiet room high floor. gave 2nd floor room, facing busy road. Seriously, getting increasingly frustrated off. WIFI bad could even surf work properly poor WIFI connection. called get something it. reset router. Well, sure anything still weak signals auto cut times. Last foremost, wake bright early morning, last thing would want see, wash face new day moulds growing around basic edges sink. disgusting. end day, decided 1 night stay even booked 3 nights, changing back usual hotel, next door. Would return stay hotel? No, would neither would recommend. taken suite regular hotel instead even though standard room fully booked. least would get comfort service needed. reason giving 2 stars location nothing that. Warning! DonÃÂt deceived photos. completely different. Rating: 2/5 stars whiterabbitchef[.]com",null
2190,Stayed 1 night family room weekend. hotel staff kind accommodate request decorate room one family memberÃÂs birthday. open air food court behind hotel many food stalls. Pretty good selection food. Areas improvement: 1. Wifi connection room poor. Kept disconnecting 10s. 2. division standing shower toilet. resulted floor wet slippery. dangerous kids tend rush toilet.,null
2191,"hotel located complex clinic... suitable traveler want visit clinic... behind hotel foodcourt (many food available there)... traveler go KSL Mall walking around 5 minutes... monday, night market along KSL street... book double deluxe room hopefully high floor got window... receptionist told us room high floor got window twin bed... hope next, take advice provide flexible room double twin room window... Despite this, room upgrade facility. iron iron table. jug hot water flask. Complimentary hot cold water dispenser available every floor near lift. toilet clean look like new fresh renovated. toiletries given complete. Finally appreciate fast respond Front Office housekeeping officer little problem toilet night. come fast settle problem immediately. Great thumb them. breakfast started 7 10.30. food good ok. Quality equal price.",null
